city,country,latitude,longitude,temp,humidity,clouds,wind_speed,date
bredasdorp,za,-34.53,20.04,56,82,35,2.6,"Dec 26, 2019"
guarapari,br,-20.67,-40.5,79,83,40,3.1,"Dec 26, 2019"
lagoa,pt,37.14,-8.45,63,55,98,3.6,"Dec 26, 2019"
hilo,us,19.71,-155.08,81,74,90,3.1,"Dec 26, 2019"
saint-philippe,re,-21.36,55.77,81,83,21,2.6,"Dec 26, 2019"
hithadhoo,mv,-0.6,73.08,83,78,49,4.37,"Dec 26, 2019"
anadyr,ru,64.73,177.51,-29,73,72,3.0,"Dec 26, 2019"
souillac,mu,-20.52,57.52,79,88,75,8.2,"Dec 26, 2019"
maragogi,br,-9.01,-35.22,80,75,1,5.6,"Dec 26, 2019"
henties bay,na,-22.12,14.28,61,87,77,0.89,"Dec 26, 2019"
butaritari,ki,3.07,172.79,85,77,85,4.95,"Dec 26, 2019"
abu dhabi,ae,24.47,54.37,63,88,1,1.0,"Dec 26, 2019"
arrecife,es,28.96,-13.55,66,39,0,4.6,"Dec 26, 2019"
leningradskiy,ru,69.38,178.42,-8,93,100,6.78,"Dec 26, 2019"
busselton,au,-33.64,115.35,83,29,73,3.98,"Dec 26, 2019"
taunggyi,mm,20.78,97.03,64,64,99,0.2,"Dec 26, 2019"
pedasi,pa,7.53,-80.03,81,86,86,5.75,"Dec 26, 2019"
oussouye,sn,12.49,-16.54,70,94,0,1.0,"Dec 26, 2019"
road town,vg,18.42,-64.62,77,88,40,1.5,"Dec 26, 2019"
xudat,az,41.63,48.68,38,92,23,1.72,"Dec 26, 2019"
punta arenas,cl,-53.16,-70.91,54,71,100,2.6,"Dec 26, 2019"
paita,pe,-5.09,-81.11,74,70,93,4.76,"Dec 26, 2019"
port alfred,za,-33.59,26.89,63,65,100,4.02,"Dec 26, 2019"
victoria,sc,-4.62,55.45,77,88,20,4.87,"Dec 26, 2019"
uige,ao,-7.61,15.06,66,98,93,0.33,"Dec 26, 2019"
albany,au,-35.02,117.88,77,53,40,5.1,"Dec 26, 2019"
molochnoye,ru,59.29,39.68,33,98,100,0.32,"Dec 26, 2019"
aranos,na,-24.14,19.11,73,16,0,7.44,"Dec 26, 2019"
udachnyy,ru,66.42,112.4,-33,73,0,1.0,"Dec 26, 2019"
hermanus,za,-34.42,19.24,54,89,42,8.86,"Dec 26, 2019"
qaanaaq,gl,77.48,-69.36,-4,67,0,3.11,"Dec 26, 2019"
chapais,ca,49.78,-74.86,12,72,90,4.6,"Dec 26, 2019"
albany,au,-35.02,117.88,77,53,40,5.1,"Dec 26, 2019"
vaini,to,-21.2,-175.2,86,70,40,5.1,"Dec 26, 2019"
springbok,za,-29.67,17.88,43,88,88,4.29,"Dec 26, 2019"
at-bashi,kg,41.17,75.81,10,13,91,2.75,"Dec 26, 2019"
rikitea,pf,-23.12,-134.97,76,84,100,3.25,"Dec 26, 2019"
provideniya,ru,64.42,-173.23,-6,63,0,3.0,"Dec 26, 2019"
hermanus,za,-34.42,19.24,54,89,42,8.86,"Dec 26, 2019"
grindavik,is,63.84,-22.43,45,100,90,8.2,"Dec 26, 2019"
albany,au,-35.02,117.88,77,53,40,5.1,"Dec 26, 2019"
clyde river,ca,70.47,-68.59,-2,84,20,4.1,"Dec 26, 2019"
hambantota,lk,6.12,81.12,75,100,0,2.6,"Dec 26, 2019"
narsaq,gl,60.91,-46.05,39,27,100,7.2,"Dec 26, 2019"
kodiak,us,39.95,-94.76,36,80,90,4.1,"Dec 26, 2019"
hermanus,za,-34.42,19.24,54,89,42,8.86,"Dec 26, 2019"
mar del plata,ar,-46.43,-67.52,68,38,68,10.26,"Dec 26, 2019"
jamestown,sh,-15.94,-5.72,72,80,100,7.25,"Dec 26, 2019"
husavik,is,66.04,-17.34,39,89,90,13.4,"Dec 26, 2019"
awbari,ly,26.59,12.77,49,43,0,1.69,"Dec 26, 2019"
nikolskoye,ru,59.7,30.79,34,80,90,3.0,"Dec 26, 2019"
labuhan,id,-2.54,115.51,90,55,5,1.37,"Dec 26, 2019"
haines junction,ca,60.75,-137.51,9,96,100,1.87,"Dec 26, 2019"
blagoyevo,ru,63.37,47.92,24,97,100,1.8,"Dec 26, 2019"
longyearbyen,sj,78.22,15.64,16,72,40,2.6,"Dec 26, 2019"
bluff,nz,-46.6,168.33,59,68,96,10.28,"Dec 26, 2019"
punta arenas,cl,-53.16,-70.91,54,71,100,2.6,"Dec 26, 2019"
chokurdakh,ru,70.62,147.9,-21,98,77,1.02,"Dec 26, 2019"
kyren,ru,51.68,102.13,-3,70,78,2.22,"Dec 26, 2019"
rikitea,pf,-23.12,-134.97,76,84,100,3.25,"Dec 26, 2019"
cape town,za,-33.93,18.42,59,93,40,3.1,"Dec 26, 2019"
bluff,nz,-46.6,168.33,59,68,96,10.28,"Dec 26, 2019"
busselton,au,-33.64,115.35,83,29,73,3.98,"Dec 26, 2019"
pevek,ru,69.7,170.27,-14,98,100,3.2,"Dec 26, 2019"
namatanai,pg,-3.66,152.44,83,76,49,4.98,"Dec 26, 2019"
lompoc,us,34.64,-120.46,52,76,75,3.1,"Dec 26, 2019"
mayo,ca,63.59,-135.9,3,71,90,4.1,"Dec 26, 2019"
rikitea,pf,-23.12,-134.97,76,84,100,3.25,"Dec 26, 2019"
mar del plata,ar,-46.43,-67.52,68,38,68,10.26,"Dec 26, 2019"
cape town,za,-33.93,18.42,59,93,40,3.1,"Dec 26, 2019"
inhambane,mz,-23.87,35.38,80,87,0,3.19,"Dec 26, 2019"
vestmanna,fo,62.16,-7.17,45,81,96,12.9,"Dec 26, 2019"
busselton,au,-33.64,115.35,83,29,73,3.98,"Dec 26, 2019"
sao miguel do araguaia,br,-13.28,-50.16,75,87,84,0.2,"Dec 26, 2019"
mataram,id,-5.32,105.06,87,64,3,0.71,"Dec 26, 2019"
mar del plata,ar,-46.43,-67.52,68,38,68,10.26,"Dec 26, 2019"
bollnas,se,61.35,16.39,26,94,24,2.16,"Dec 26, 2019"
preobrazheniye,ru,42.9,133.91,15,44,0,2.2,"Dec 26, 2019"
punta arenas,cl,-53.16,-70.91,54,71,100,2.6,"Dec 26, 2019"
butaritari,ki,3.07,172.79,85,77,85,4.95,"Dec 26, 2019"
smolenka,ru,54.28,56.05,16,72,100,1.0,"Dec 26, 2019"
castro,cl,-42.48,-73.76,56,100,90,9.8,"Dec 26, 2019"
barrow,us,39.51,-90.4,52,93,40,3.6,"Dec 26, 2019"
mahebourg,mu,-20.41,57.7,79,88,75,8.2,"Dec 26, 2019"
kavieng,pg,-2.57,150.8,81,80,98,2.95,"Dec 26, 2019"
arlit,ne,18.74,7.39,62,23,50,4.92,"Dec 26, 2019"
mahebourg,mu,-20.41,57.7,79,88,75,8.2,"Dec 26, 2019"
ahtopol,bg,42.1,27.94,43,75,20,3.6,"Dec 26, 2019"
kokkarion,gr,37.78,26.89,44,81,20,5.7,"Dec 26, 2019"
flinders,au,-34.58,150.85,91,45,0,6.7,"Dec 26, 2019"
sinnamary,gf,5.38,-52.96,79,89,100,7.63,"Dec 26, 2019"
hilo,us,19.71,-155.08,81,74,90,3.1,"Dec 26, 2019"
port-cartier,ca,50.03,-66.88,-2,76,5,1.86,"Dec 26, 2019"
tuktoyaktuk,ca,69.44,-133.03,-16,75,90,6.2,"Dec 26, 2019"
victoria,sc,-4.62,55.45,77,88,20,4.87,"Dec 26, 2019"
esperance,au,-33.86,121.89,75,53,78,5.7,"Dec 26, 2019"
vaini,to,-21.2,-175.2,86,70,40,5.1,"Dec 26, 2019"
rikitea,pf,-23.12,-134.97,76,84,100,3.25,"Dec 26, 2019"
arraial do cabo,br,-22.97,-42.02,76,90,0,8.05,"Dec 26, 2019"
busselton,au,-33.64,115.35,83,29,73,3.98,"Dec 26, 2019"
vanimo,pg,-2.67,141.3,84,77,86,6.81,"Dec 26, 2019"
beringovskiy,ru,63.05,179.32,-15,95,73,8.41,"Dec 26, 2019"
ushuaia,ar,-54.81,-68.31,56,50,75,5.7,"Dec 26, 2019"
namibe,ao,-15.19,12.15,74,81,84,2.23,"Dec 26, 2019"
chuy,uy,-33.69,-53.46,70,96,0,2.34,"Dec 26, 2019"
torbay,ca,47.66,-52.73,35,86,90,15.4,"Dec 26, 2019"
arraial do cabo,br,-22.97,-42.02,76,90,0,8.05,"Dec 26, 2019"
bluff,nz,-46.6,168.33,59,68,96,10.28,"Dec 26, 2019"
belyy yar,ru,53.6,91.39,-4,70,75,5.0,"Dec 26, 2019"
tigil,ru,57.8,158.67,27,70,100,9.61,"Dec 26, 2019"
bluff,nz,-46.6,168.33,59,68,96,10.28,"Dec 26, 2019"
bluff,nz,-46.6,168.33,59,68,96,10.28,"Dec 26, 2019"
saint-philippe,re,-21.36,55.77,81,83,21,2.6,"Dec 26, 2019"
byron bay,au,-28.65,153.62,83,54,40,7.7,"Dec 26, 2019"
punta arenas,cl,-53.16,-70.91,54,71,100,2.6,"Dec 26, 2019"
qaanaaq,gl,77.48,-69.36,-4,67,0,3.11,"Dec 26, 2019"
albany,au,-35.02,117.88,77,53,40,5.1,"Dec 26, 2019"
chokurdakh,ru,70.62,147.9,-21,98,77,1.02,"Dec 26, 2019"
trinidad,co,5.41,-71.66,78,81,53,0.86,"Dec 26, 2019"
rikitea,pf,-23.12,-134.97,76,84,100,3.25,"Dec 26, 2019"
dali,cn,25.6,100.24,51,58,83,1.71,"Dec 26, 2019"
rikitea,pf,-23.12,-134.97,76,84,100,3.25,"Dec 26, 2019"
port elizabeth,za,-33.92,25.57,62,57,11,11.22,"Dec 26, 2019"
hofn,is,64.25,-15.21,47,93,100,10.97,"Dec 26, 2019"
susanville,us,40.42,-120.65,29,79,1,1.11,"Dec 26, 2019"
bredasdorp,za,-34.53,20.04,56,82,35,2.6,"Dec 26, 2019"
hilo,us,19.71,-155.08,81,74,90,3.1,"Dec 26, 2019"
shihezi,cn,44.3,86.03,11,88,100,1.03,"Dec 26, 2019"
esperance,au,-33.86,121.89,75,53,78,5.7,"Dec 26, 2019"
chatra,in,24.21,84.87,48,81,75,4.1,"Dec 26, 2019"
kudat,my,6.89,116.84,83,78,75,3.1,"Dec 26, 2019"
lavrentiya,ru,65.58,-170.99,-12,85,0,3.94,"Dec 26, 2019"
cayeli,tr,41.09,40.73,49,81,100,1.62,"Dec 26, 2019"
busselton,au,-33.64,115.35,83,29,73,3.98,"Dec 26, 2019"
te anau,nz,-45.41,167.72,48,79,85,6.04,"Dec 26, 2019"
jamestown,sh,-15.94,-5.72,72,80,100,7.25,"Dec 26, 2019"
jamestown,sh,-15.94,-5.72,72,80,100,7.25,"Dec 26, 2019"
cape town,za,-33.93,18.42,59,93,40,3.1,"Dec 26, 2019"
saskylakh,ru,71.97,114.09,-33,100,0,0.99,"Dec 26, 2019"
talnakh,ru,69.49,88.39,-24,74,89,2.0,"Dec 26, 2019"
bambous virieux,mu,-20.34,57.76,79,88,75,8.2,"Dec 26, 2019"
cherskiy,ru,68.75,161.3,-32,90,0,2.46,"Dec 26, 2019"
albany,au,-35.02,117.88,77,53,40,5.1,"Dec 26, 2019"
hobyo,so,5.35,48.53,74,79,0,4.85,"Dec 26, 2019"
nuevo casas grandes,mx,30.42,-107.91,49,54,0,2.34,"Dec 26, 2019"
arraial do cabo,br,-22.97,-42.02,76,90,0,8.05,"Dec 26, 2019"
jamestown,sh,-15.94,-5.72,72,80,100,7.25,"Dec 26, 2019"
denpasar,id,-8.65,115.22,90,75,20,3.1,"Dec 26, 2019"
amapa,br,-1.83,-56.23,78,88,71,2.32,"Dec 26, 2019"
barrow,us,39.51,-90.4,52,93,40,3.6,"Dec 26, 2019"
culasi,ph,11.43,122.06,82,71,77,2.25,"Dec 26, 2019"
atuona,pf,-9.8,-139.03,81,77,71,8.23,"Dec 26, 2019"
kiruna,se,67.86,20.23,16,85,41,3.1,"Dec 26, 2019"
ilulissat,gl,69.22,-51.1,9,35,0,1.5,"Dec 26, 2019"
barrow,us,39.51,-90.4,52,93,40,3.6,"Dec 26, 2019"
bartlesville,us,36.75,-95.98,47,70,40,3.1,"Dec 26, 2019"
